call_id,hcp_id,rep_id,call_date,call_note_raw,call_summary_target,agent_summary,agent_sentiment,agent_topics,agent_next_action,agent_compliance_flag,agent_competitor_flag
CALL_000266,HCP_04271,REP_022,2024-01-01,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised efficacy improvement and mentioned needs more data.,ERROR,,,,,
CALL_000267,HCP_01447,REP_037,2024-01-13,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised side effect management and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000268,HCP_02950,REP_043,2024-01-22,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised patient support program and mentioned needs more data.,ERROR,,,,,
CALL_000269,HCP_04688,REP_026,2024-02-28,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised side effect management and mentioned prefers competitor.,ERROR,,,,,
CALL_000270,HCP_03009,REP_052,2024-01-16,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised safety concern and mentioned workflow complexity.,ERROR,,,,,
CALL_000271,HCP_04363,REP_043,2024-02-18,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised efficacy improvement and mentioned prefers competitor.,ERROR,,,,,
CALL_000272,HCP_01041,REP_007,2024-05-05,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised efficacy improvement and mentioned workflow complexity.,ERROR,,,,,
CALL_000273,HCP_03587,REP_007,2024-08-10,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised patient support program and mentioned formulary restrictions.,ERROR,,,,,
CALL_000274,HCP_02603,REP_013,2024-01-08,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised efficacy improvement and mentioned workflow complexity.,ERROR,,,,,
CALL_000275,HCP_04539,REP_010,2024-02-02,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised side effect management and mentioned cost too high.,ERROR,,,,,
CALL_000276,HCP_04314,REP_048,2024-01-29,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised side effect management and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000277,HCP_01527,REP_064,2024-01-17,HCP raised new indication and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised new indication and mentioned formulary restrictions.,ERROR,,,,,
CALL_000278,HCP_02715,REP_021,2024-03-31,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised access / prior auth and mentioned formulary restrictions.,ERROR,,,,,
CALL_000279,HCP_00371,REP_012,2024-02-13,HCP raised side effect management and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised side effect management and mentioned workflow complexity.,ERROR,,,,,
CALL_000280,HCP_04116,REP_020,2024-01-01,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised patient support program and mentioned formulary restrictions.,ERROR,,,,,
CALL_000281,HCP_04841,REP_030,2024-01-06,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised efficacy improvement and mentioned workflow complexity.,ERROR,,,,,
CALL_000282,HCP_02238,REP_042,2024-02-22,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised safety concern and mentioned formulary restrictions.,ERROR,,,,,
CALL_000283,HCP_02733,REP_035,2024-01-03,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised efficacy improvement and mentioned formulary restrictions.,ERROR,,,,,
CALL_000284,HCP_03481,REP_016,2024-01-15,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised new indication and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000285,HCP_04623,REP_068,2024-04-20,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised patient support program and mentioned formulary restrictions.,ERROR,,,,,
CALL_000286,HCP_03517,REP_063,2024-01-15,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised side effect management and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000287,HCP_01357,REP_000,2024-03-04,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised efficacy improvement and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000288,HCP_02665,REP_046,2024-01-09,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised safety concern and mentioned cost too high.,ERROR,,,,,
CALL_000289,HCP_01469,REP_066,2024-01-01,HCP raised side effect management and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised side effect management and mentioned needs more data.,ERROR,,,,,
CALL_000290,HCP_03125,REP_072,2024-01-23,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised safety concern and mentioned formulary restrictions.,ERROR,,,,,
CALL_000291,HCP_03316,REP_062,2024-02-10,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised new indication and mentioned cost too high.,ERROR,,,,,
CALL_000292,HCP_01483,REP_076,2024-03-13,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised patient support program and mentioned prefers competitor.,ERROR,,,,,
CALL_000293,HCP_03864,REP_013,2024-04-17,HCP raised new indication and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised new indication and mentioned formulary restrictions.,ERROR,,,,,
CALL_000294,HCP_03834,REP_035,2024-01-02,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised new indication and mentioned prefers competitor.,ERROR,,,,,
CALL_000295,HCP_03993,REP_012,2024-02-01,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised access / prior auth and mentioned prefers competitor.,ERROR,,,,,
CALL_000296,HCP_02106,REP_038,2024-01-06,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised access / prior auth and mentioned cost too high.,ERROR,,,,,
CALL_000297,HCP_04090,REP_033,2024-05-23,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised patient support program and mentioned cost too high.,ERROR,,,,,
CALL_000298,HCP_03053,REP_034,2024-01-31,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised new indication and mentioned needs more data.,ERROR,,,,,
CALL_000299,HCP_02349,REP_065,2024-01-12,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised new indication and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000300,HCP_01998,REP_034,2024-01-29,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised efficacy improvement and mentioned workflow complexity.,ERROR,,,,,
CALL_000301,HCP_00505,REP_074,2024-03-09,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised side effect management and mentioned prefers competitor.,ERROR,,,,,
CALL_000302,HCP_02728,REP_031,2024-01-10,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised side effect management and mentioned formulary restrictions.,ERROR,,,,,
CALL_000303,HCP_04730,REP_006,2024-01-15,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised patient support program and mentioned prefers competitor.,ERROR,,,,,
CALL_000304,HCP_01119,REP_055,2024-03-12,HCP raised side effect management and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised side effect management and mentioned workflow complexity.,ERROR,,,,,
CALL_000305,HCP_02701,REP_027,2024-01-02,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised efficacy improvement and mentioned workflow complexity.,ERROR,,,,,
CALL_000306,HCP_02237,REP_016,2024-02-28,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised new indication and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000307,HCP_01953,REP_007,2024-01-04,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised safety concern and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000308,HCP_02317,REP_045,2024-01-05,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised new indication and mentioned workflow complexity.,ERROR,,,,,
CALL_000309,HCP_02431,REP_043,2024-01-01,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised patient support program and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000310,HCP_04762,REP_075,2024-01-04,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised access / prior auth and mentioned prefers competitor.,ERROR,,,,,
CALL_000311,HCP_04058,REP_068,2024-01-04,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised new indication and mentioned cost too high.,ERROR,,,,,
CALL_000312,HCP_03846,REP_046,2024-03-13,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised new indication and mentioned prefers competitor.,ERROR,,,,,
CALL_000313,HCP_03470,REP_066,2024-02-15,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised patient support program and mentioned formulary restrictions.,ERROR,,,,,
CALL_000314,HCP_04006,REP_069,2024-01-08,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised efficacy improvement and mentioned cost too high.,ERROR,,,,,
CALL_000315,HCP_02574,REP_003,2024-02-14,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised efficacy improvement and mentioned prefers competitor.,ERROR,,,,,
CALL_000316,HCP_02414,REP_008,2024-07-25,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised access / prior auth and mentioned prefers competitor.,ERROR,,,,,
CALL_000317,HCP_02551,REP_054,2024-03-07,HCP raised patient support program and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised patient support program and mentioned workflow complexity.,ERROR,,,,,
CALL_000318,HCP_01240,REP_005,2024-01-07,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised access / prior auth and mentioned workflow complexity.,ERROR,,,,,
CALL_000319,HCP_03733,REP_033,2024-04-07,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised new indication and mentioned workflow complexity.,ERROR,,,,,
CALL_000320,HCP_01059,REP_046,2024-01-08,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised new indication and mentioned cost too high.,ERROR,,,,,
CALL_000321,HCP_01427,REP_070,2024-04-07,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised efficacy improvement and mentioned formulary restrictions.,ERROR,,,,,
CALL_000322,HCP_04851,REP_002,2024-01-13,HCP raised side effect management and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised side effect management and mentioned needs more data.,ERROR,,,,,
CALL_000323,HCP_02963,REP_028,2024-01-04,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised safety concern and mentioned workflow complexity.,ERROR,,,,,
CALL_000324,HCP_04950,REP_058,2024-01-16,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised efficacy improvement and mentioned workflow complexity.,ERROR,,,,,
CALL_000325,HCP_00937,REP_043,2024-01-31,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised patient support program and mentioned prefers competitor.,ERROR,,,,,
CALL_000326,HCP_00334,REP_026,2024-06-08,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised safety concern and mentioned cost too high.,ERROR,,,,,
CALL_000327,HCP_01615,REP_055,2024-01-16,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised patient support program and mentioned needs more data.,ERROR,,,,,
CALL_000328,HCP_01599,REP_047,2024-04-13,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised side effect management and mentioned cost too high.,ERROR,,,,,
CALL_000329,HCP_04517,REP_072,2024-02-16,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised safety concern and mentioned cost too high.,ERROR,,,,,
CALL_000330,HCP_01634,REP_047,2024-01-02,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised new indication and mentioned cost too high.,ERROR,,,,,
CALL_000331,HCP_02146,REP_069,2024-01-16,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised new indication and mentioned prefers competitor.,ERROR,,,,,
CALL_000332,HCP_01361,REP_054,2024-01-07,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised side effect management and mentioned cost too high.,ERROR,,,,,
CALL_000333,HCP_01257,REP_056,2024-01-31,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised patient support program and mentioned prefers competitor.,ERROR,,,,,
CALL_000334,HCP_02238,REP_027,2024-02-26,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised safety concern and mentioned needs more data.,ERROR,,,,,
CALL_000335,HCP_03517,REP_017,2024-01-24,HCP raised access / prior auth and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised access / prior auth and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000336,HCP_02027,REP_052,2024-08-13,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised patient support program and mentioned formulary restrictions.,ERROR,,,,,
CALL_000337,HCP_03421,REP_045,2024-02-29,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised patient support program and mentioned formulary restrictions.,ERROR,,,,,
CALL_000338,HCP_02170,REP_074,2024-04-09,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised new indication and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000339,HCP_00312,REP_007,2024-01-04,HCP raised side effect management and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised side effect management and mentioned needs more data.,ERROR,,,,,
CALL_000340,HCP_02395,REP_075,2024-01-08,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised patient support program and mentioned prefers competitor.,ERROR,,,,,
CALL_000341,HCP_04877,REP_027,2024-01-01,HCP raised access / prior auth and mentioned no suitable patients yet. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised access / prior auth and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000342,HCP_03111,REP_002,2024-01-02,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised new indication and mentioned prefers competitor.,ERROR,,,,,
CALL_000343,HCP_04654,REP_022,2024-01-30,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised patient support program and mentioned formulary restrictions.,ERROR,,,,,
CALL_000344,HCP_02750,REP_068,2024-03-23,HCP raised access / prior auth and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised access / prior auth and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000345,HCP_01235,REP_041,2024-03-05,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised patient support program and mentioned needs more data.,ERROR,,,,,
CALL_000346,HCP_02499,REP_059,2024-01-17,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised efficacy improvement and mentioned prefers competitor.,ERROR,,,,,
CALL_000347,HCP_02277,REP_073,2024-03-31,HCP raised new indication and mentioned formulary restrictions. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised new indication and mentioned formulary restrictions.,ERROR,,,,,
CALL_000348,HCP_01228,REP_000,2024-06-21,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised efficacy improvement and mentioned needs more data.,ERROR,,,,,
CALL_000349,HCP_01178,REP_057,2024-01-02,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised patient support program and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000350,HCP_00691,REP_048,2024-01-18,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised efficacy improvement and mentioned formulary restrictions.,ERROR,,,,,
CALL_000351,HCP_00862,REP_053,2024-01-16,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised efficacy improvement and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000352,HCP_00814,REP_040,2024-01-05,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised efficacy improvement and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000353,HCP_01599,REP_053,2024-03-25,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised side effect management and mentioned cost too high.,ERROR,,,,,
CALL_000354,HCP_04824,REP_073,2024-03-02,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised access / prior auth and mentioned formulary restrictions.,ERROR,,,,,
CALL_000355,HCP_04224,REP_030,2024-01-21,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised access / prior auth and mentioned cost too high.,ERROR,,,,,
CALL_000356,HCP_03265,REP_058,2024-02-23,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised new indication and mentioned needs more data.,ERROR,,,,,
CALL_000357,HCP_04094,REP_049,2024-02-02,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised access / prior auth and mentioned cost too high.,ERROR,,,,,
CALL_000358,HCP_04082,REP_011,2024-02-27,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised efficacy improvement and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000359,HCP_03027,REP_050,2024-02-06,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised patient support program and mentioned needs more data.,ERROR,,,,,
CALL_000360,HCP_04112,REP_041,2024-01-09,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised side effect management and mentioned prefers competitor.,ERROR,,,,,
CALL_000361,HCP_02210,REP_077,2024-02-12,HCP raised patient support program and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised patient support program and mentioned workflow complexity.,ERROR,,,,,
CALL_000362,HCP_02230,REP_056,2024-02-20,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised efficacy improvement and mentioned prefers competitor.,ERROR,,,,,
CALL_000363,HCP_01225,REP_035,2024-01-20,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised side effect management and mentioned cost too high.,ERROR,,,,,
CALL_000364,HCP_00692,REP_054,2024-01-26,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised efficacy improvement and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000365,HCP_00192,REP_020,2024-05-29,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised efficacy improvement and mentioned needs more data.,ERROR,,,,,
CALL_000366,HCP_01873,REP_065,2024-03-02,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised efficacy improvement and mentioned workflow complexity.,ERROR,,,,,
CALL_000367,HCP_01290,REP_024,2024-04-23,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised efficacy improvement and mentioned formulary restrictions.,ERROR,,,,,
CALL_000368,HCP_04491,REP_059,2024-01-14,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised side effect management and mentioned cost too high.,ERROR,,,,,
CALL_000369,HCP_01011,REP_038,2024-01-29,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised efficacy improvement and mentioned workflow complexity.,ERROR,,,,,
CALL_000370,HCP_01879,REP_074,2024-01-13,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised side effect management and mentioned formulary restrictions.,ERROR,,,,,
CALL_000371,HCP_00743,REP_014,2024-01-22,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised side effect management and mentioned prefers competitor.,ERROR,,,,,
CALL_000372,HCP_03034,REP_027,2024-02-17,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised patient support program and mentioned prefers competitor.,ERROR,,,,,
CALL_000373,HCP_03962,REP_023,2024-02-23,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised side effect management and mentioned prefers competitor.,ERROR,,,,,
CALL_000374,HCP_04594,REP_076,2024-05-17,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised safety concern and mentioned needs more data.,ERROR,,,,,
CALL_000375,HCP_04786,REP_011,2024-01-22,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised patient support program and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000376,HCP_04579,REP_065,2024-05-20,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised efficacy improvement and mentioned formulary restrictions.,ERROR,,,,,
CALL_000377,HCP_01225,REP_013,2024-01-10,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised access / prior auth and mentioned cost too high.,ERROR,,,,,
CALL_000378,HCP_00314,REP_076,2024-01-03,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised safety concern and mentioned workflow complexity.,ERROR,,,,,
CALL_000379,HCP_04433,REP_032,2024-02-07,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised patient support program and mentioned needs more data.,ERROR,,,,,
CALL_000380,HCP_04177,REP_011,2024-01-22,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised access / prior auth and mentioned cost too high.,ERROR,,,,,
CALL_000381,HCP_03500,REP_035,2024-05-03,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised efficacy improvement and mentioned workflow complexity.,ERROR,,,,,
CALL_000382,HCP_02349,REP_021,2024-06-21,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised side effect management and mentioned prefers competitor.,ERROR,,,,,
CALL_000383,HCP_04071,REP_020,2024-01-15,HCP raised patient support program and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised patient support program and mentioned workflow complexity.,ERROR,,,,,
CALL_000384,HCP_04189,REP_050,2024-01-16,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised new indication and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000385,HCP_02271,REP_032,2024-01-28,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised new indication and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000386,HCP_02615,REP_067,2024-02-16,HCP raised side effect management and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised side effect management and mentioned needs more data.,ERROR,,,,,
CALL_000387,HCP_01831,REP_028,2024-01-10,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised efficacy improvement and mentioned cost too high.,ERROR,,,,,
CALL_000388,HCP_03941,REP_032,2024-05-15,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised safety concern and mentioned formulary restrictions.,ERROR,,,,,
CALL_000389,HCP_00024,REP_033,2024-01-09,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised safety concern and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000390,HCP_03416,REP_054,2024-01-17,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised safety concern and mentioned workflow complexity.,ERROR,,,,,
CALL_000391,HCP_04580,REP_012,2024-01-03,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised safety concern and mentioned workflow complexity.,ERROR,,,,,
CALL_000392,HCP_03070,REP_054,2024-01-02,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised safety concern and mentioned needs more data.,ERROR,,,,,
