call_id,hcp_id,rep_id,call_date,call_note_raw,call_summary_target
CALL_002619,HCP_00946,REP_051,2024-01-20,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised side effect management and mentioned cost too high.
CALL_002620,HCP_01789,REP_030,2024-01-20,HCP raised new indication and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised new indication and mentioned formulary restrictions.
CALL_002621,HCP_00204,REP_005,2024-01-07,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised safety concern and mentioned no suitable patients yet.
CALL_002622,HCP_03027,REP_000,2024-01-07,HCP raised patient support program and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised patient support program and mentioned workflow complexity.
CALL_002623,HCP_04943,REP_018,2024-01-07,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised efficacy improvement and mentioned needs more data.
CALL_002624,HCP_03949,REP_046,2024-02-08,HCP raised side effect management and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised side effect management and mentioned workflow complexity.
CALL_002625,HCP_02483,REP_037,2024-01-01,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised side effect management and mentioned prefers competitor.
CALL_002626,HCP_04397,REP_019,2024-03-16,HCP raised patient support program and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised patient support program and mentioned workflow complexity.
CALL_002627,HCP_01736,REP_073,2024-02-11,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised new indication and mentioned no suitable patients yet.
CALL_002628,HCP_01409,REP_079,2024-03-01,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised new indication and mentioned workflow complexity.
CALL_002629,HCP_03423,REP_028,2024-04-06,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised efficacy improvement and mentioned prefers competitor.
CALL_002630,HCP_02107,REP_051,2024-02-09,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised efficacy improvement and mentioned cost too high.
CALL_002631,HCP_02158,REP_004,2024-02-23,HCP raised access / prior auth and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised access / prior auth and mentioned needs more data.
CALL_002632,HCP_03739,REP_012,2024-07-24,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised new indication and mentioned no suitable patients yet.
CALL_002633,HCP_03586,REP_008,2024-05-01,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised safety concern and mentioned no suitable patients yet.
CALL_002634,HCP_02019,REP_054,2024-03-12,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised efficacy improvement and mentioned needs more data.
CALL_002635,HCP_02787,REP_007,2024-01-31,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised safety concern and mentioned no suitable patients yet.
CALL_002636,HCP_04542,REP_014,2024-01-26,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised safety concern and mentioned workflow complexity.
CALL_002637,HCP_04215,REP_030,2024-01-21,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised new indication and mentioned cost too high.
CALL_002638,HCP_02017,REP_053,2024-02-21,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised efficacy improvement and mentioned needs more data.
CALL_002639,HCP_02986,REP_032,2024-03-09,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised side effect management and mentioned no suitable patients yet.
CALL_002640,HCP_00892,REP_041,2024-01-01,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised side effect management and mentioned formulary restrictions.
CALL_002641,HCP_02229,REP_029,2024-03-25,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised efficacy improvement and mentioned prefers competitor.
CALL_002642,HCP_03516,REP_053,2024-03-05,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised patient support program and mentioned cost too high.
CALL_002643,HCP_01566,REP_002,2024-05-07,HCP raised access / prior auth and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised access / prior auth and mentioned needs more data.
CALL_002644,HCP_00893,REP_051,2024-06-06,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised patient support program and mentioned formulary restrictions.
CALL_002645,HCP_03470,REP_040,2024-01-17,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised safety concern and mentioned cost too high.
CALL_002646,HCP_01920,REP_049,2024-02-17,HCP raised patient support program and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised patient support program and mentioned workflow complexity.
CALL_002647,HCP_00982,REP_047,2024-01-26,HCP raised side effect management and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised side effect management and mentioned needs more data.
CALL_002648,HCP_01302,REP_062,2024-02-15,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised patient support program and mentioned prefers competitor.
CALL_002649,HCP_03627,REP_003,2024-01-13,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised patient support program and mentioned needs more data.
CALL_002650,HCP_03416,REP_066,2024-01-12,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised efficacy improvement and mentioned prefers competitor.
CALL_002651,HCP_03852,REP_035,2024-01-22,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised safety concern and mentioned no suitable patients yet.
CALL_002652,HCP_01288,REP_018,2024-02-11,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised patient support program and mentioned prefers competitor.
CALL_002653,HCP_01742,REP_013,2024-02-15,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised efficacy improvement and mentioned formulary restrictions.
CALL_002654,HCP_04600,REP_030,2024-01-08,HCP raised side effect management and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised side effect management and mentioned workflow complexity.
CALL_002655,HCP_03348,REP_033,2024-01-11,HCP raised patient support program and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised patient support program and mentioned workflow complexity.
CALL_002656,HCP_03681,REP_018,2024-01-08,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised efficacy improvement and mentioned prefers competitor.
CALL_002657,HCP_02816,REP_066,2024-03-26,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised patient support program and mentioned cost too high.
CALL_002658,HCP_01244,REP_070,2024-02-07,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised access / prior auth and mentioned prefers competitor.
CALL_002659,HCP_01244,REP_047,2024-01-26,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised new indication and mentioned cost too high.
CALL_002660,HCP_03548,REP_028,2024-01-22,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised patient support program and mentioned cost too high.
CALL_002661,HCP_04171,REP_025,2024-01-24,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised new indication and mentioned workflow complexity.
CALL_002662,HCP_03487,REP_066,2024-02-04,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised safety concern and mentioned workflow complexity.
CALL_002663,HCP_01776,REP_003,2024-01-08,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised safety concern and mentioned workflow complexity.
CALL_002664,HCP_04052,REP_061,2024-01-24,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised access / prior auth and mentioned formulary restrictions.
CALL_002665,HCP_04921,REP_073,2024-03-10,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised access / prior auth and mentioned workflow complexity.
CALL_002666,HCP_03205,REP_015,2024-01-11,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised new indication and mentioned cost too high.
CALL_002667,HCP_02199,REP_060,2024-04-02,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised safety concern and mentioned formulary restrictions.
CALL_002668,HCP_04535,REP_017,2024-03-05,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised safety concern and mentioned no suitable patients yet.
CALL_002669,HCP_01187,REP_033,2024-01-01,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised new indication and mentioned no suitable patients yet.
CALL_002670,HCP_01322,REP_077,2024-05-23,HCP raised new indication and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised new indication and mentioned formulary restrictions.
CALL_002671,HCP_02896,REP_062,2024-08-25,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised access / prior auth and mentioned cost too high.
CALL_002672,HCP_01533,REP_024,2024-01-12,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised patient support program and mentioned no suitable patients yet.
CALL_002673,HCP_04182,REP_020,2024-01-02,HCP raised new indication and mentioned formulary restrictions. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised new indication and mentioned formulary restrictions.
CALL_002674,HCP_00233,REP_028,2024-01-09,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised access / prior auth and mentioned workflow complexity.
CALL_002675,HCP_00467,REP_019,2024-01-04,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised patient support program and mentioned formulary restrictions.
CALL_002676,HCP_00689,REP_074,2024-02-21,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised side effect management and mentioned no suitable patients yet.
CALL_002677,HCP_02659,REP_024,2024-02-16,HCP raised new indication and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised new indication and mentioned formulary restrictions.
CALL_002678,HCP_01686,REP_030,2024-01-05,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised efficacy improvement and mentioned prefers competitor.
CALL_002679,HCP_04218,REP_005,2024-01-07,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised efficacy improvement and mentioned prefers competitor.
CALL_002680,HCP_04623,REP_048,2024-03-27,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised side effect management and mentioned cost too high.
CALL_002681,HCP_04302,REP_031,2024-01-12,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised side effect management and mentioned cost too high.
CALL_002682,HCP_02564,REP_059,2024-01-16,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised safety concern and mentioned workflow complexity.
CALL_002683,HCP_00662,REP_009,2024-04-30,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised access / prior auth and mentioned cost too high.
CALL_002684,HCP_04109,REP_062,2024-02-09,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised safety concern and mentioned formulary restrictions.
CALL_002685,HCP_02812,REP_006,2024-02-29,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised side effect management and mentioned prefers competitor.
CALL_002686,HCP_02662,REP_060,2024-02-18,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised efficacy improvement and mentioned needs more data.
CALL_002687,HCP_02907,REP_013,2024-03-03,HCP raised new indication and mentioned formulary restrictions. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised new indication and mentioned formulary restrictions.
CALL_002688,HCP_04675,REP_060,2024-01-21,HCP raised access / prior auth and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised access / prior auth and mentioned needs more data.
CALL_002689,HCP_00204,REP_074,2024-01-03,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised side effect management and mentioned prefers competitor.
CALL_002690,HCP_00635,REP_042,2024-01-27,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised access / prior auth and mentioned cost too high.
CALL_002691,HCP_01217,REP_031,2024-02-26,HCP raised access / prior auth and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised access / prior auth and mentioned no suitable patients yet.
CALL_002692,HCP_03727,REP_068,2024-01-07,HCP raised side effect management and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised side effect management and mentioned workflow complexity.
CALL_002693,HCP_01581,REP_058,2024-01-13,HCP raised new indication and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised new indication and mentioned formulary restrictions.
CALL_002694,HCP_03318,REP_054,2024-01-12,HCP raised access / prior auth and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised access / prior auth and mentioned needs more data.
CALL_002695,HCP_03243,REP_030,2024-02-15,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised access / prior auth and mentioned prefers competitor.
CALL_002696,HCP_01149,REP_050,2024-01-08,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised new indication and mentioned cost too high.
CALL_002697,HCP_04852,REP_045,2024-02-10,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised access / prior auth and mentioned cost too high.
CALL_002698,HCP_03692,REP_030,2024-01-12,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised access / prior auth and mentioned workflow complexity.
CALL_002699,HCP_01877,REP_078,2024-01-13,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised new indication and mentioned cost too high.
CALL_002700,HCP_03476,REP_029,2024-05-15,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised patient support program and mentioned prefers competitor.
CALL_002701,HCP_00842,REP_056,2024-01-01,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised access / prior auth and mentioned formulary restrictions.
CALL_002702,HCP_02171,REP_073,2024-01-31,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised efficacy improvement and mentioned no suitable patients yet.
CALL_002703,HCP_00955,REP_006,2024-05-04,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised safety concern and mentioned needs more data.
CALL_002704,HCP_01792,REP_047,2024-01-24,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised new indication and mentioned workflow complexity.
CALL_002705,HCP_00119,REP_008,2024-01-06,HCP raised side effect management and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised side effect management and mentioned needs more data.
CALL_002706,HCP_03085,REP_012,2024-02-28,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised new indication and mentioned needs more data.
CALL_002707,HCP_01761,REP_042,2024-01-10,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised efficacy improvement and mentioned workflow complexity.
CALL_002708,HCP_01403,REP_004,2024-02-08,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised new indication and mentioned needs more data.
CALL_002709,HCP_02708,REP_063,2024-01-04,HCP raised side effect management and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised side effect management and mentioned needs more data.
CALL_002710,HCP_02214,REP_013,2024-01-26,HCP raised safety concern and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised safety concern and mentioned prefers competitor.
CALL_002711,HCP_00041,REP_014,2024-01-04,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised safety concern and mentioned workflow complexity.
CALL_002712,HCP_02557,REP_037,2024-02-11,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised access / prior auth and mentioned formulary restrictions.
CALL_002713,HCP_02315,REP_072,2024-03-21,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised access / prior auth and mentioned workflow complexity.
CALL_002714,HCP_02227,REP_043,2024-03-09,HCP raised side effect management and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised side effect management and mentioned workflow complexity.
CALL_002715,HCP_02206,REP_015,2024-02-04,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised efficacy improvement and mentioned workflow complexity.
CALL_002716,HCP_04509,REP_013,2024-01-01,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised safety concern and mentioned cost too high.
CALL_002717,HCP_00923,REP_065,2024-01-07,HCP raised access / prior auth and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised access / prior auth and mentioned needs more data.
CALL_002718,HCP_03718,REP_037,2024-01-08,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised safety concern and mentioned cost too high.
CALL_002719,HCP_02421,REP_052,2024-01-13,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised access / prior auth and mentioned workflow complexity.
CALL_002720,HCP_04805,REP_017,2024-04-08,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised efficacy improvement and mentioned prefers competitor.
CALL_002721,HCP_04540,REP_075,2024-01-10,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised new indication and mentioned no suitable patients yet.
CALL_002722,HCP_04015,REP_017,2024-02-06,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised efficacy improvement and mentioned needs more data.
CALL_002723,HCP_03118,REP_006,2024-03-29,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised patient support program and mentioned no suitable patients yet.
CALL_002724,HCP_02361,REP_052,2024-02-28,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised new indication and mentioned workflow complexity.
CALL_002725,HCP_00716,REP_052,2024-01-22,HCP raised access / prior auth and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised access / prior auth and mentioned needs more data.
CALL_002726,HCP_01458,REP_038,2024-05-01,HCP raised efficacy improvement and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised efficacy improvement and mentioned prefers competitor.
CALL_002727,HCP_03268,REP_078,2024-02-27,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised efficacy improvement and mentioned needs more data.
CALL_002728,HCP_00201,REP_049,2024-01-04,HCP raised access / prior auth and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised access / prior auth and mentioned needs more data.
CALL_002729,HCP_00134,REP_015,2024-01-06,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised safety concern and mentioned cost too high.
CALL_002730,HCP_03965,REP_024,2024-03-19,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised new indication and mentioned prefers competitor.
CALL_002731,HCP_01126,REP_057,2024-01-18,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised efficacy improvement and mentioned no suitable patients yet.
CALL_002732,HCP_00123,REP_053,2024-01-03,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised efficacy improvement and mentioned cost too high.
CALL_002733,HCP_01797,REP_029,2024-04-05,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised new indication and mentioned workflow complexity.
CALL_002734,HCP_00203,REP_067,2024-02-22,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised access / prior auth and mentioned workflow complexity.
CALL_002735,HCP_04481,REP_046,2024-01-15,HCP raised side effect management and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised side effect management and mentioned needs more data.
CALL_002736,HCP_02503,REP_079,2024-01-14,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised new indication and mentioned prefers competitor.
CALL_002737,HCP_02896,REP_019,2024-01-07,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised side effect management and mentioned cost too high.
CALL_002738,HCP_03395,REP_073,2024-04-02,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised new indication and mentioned no suitable patients yet.
CALL_002739,HCP_02567,REP_038,2024-01-28,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised new indication and mentioned no suitable patients yet.
CALL_002740,HCP_04804,REP_008,2024-03-15,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised patient support program and mentioned prefers competitor.
CALL_002741,HCP_00964,REP_019,2024-02-09,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised patient support program and mentioned prefers competitor.
CALL_002742,HCP_00318,REP_031,2024-02-02,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised new indication and mentioned cost too high.
CALL_002743,HCP_04327,REP_014,2024-06-19,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised side effect management and mentioned cost too high.
CALL_002744,HCP_02536,REP_060,2024-01-16,HCP raised new indication and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised new indication and mentioned no suitable patients yet.
CALL_002745,HCP_04723,REP_057,2024-01-23,HCP raised side effect management and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised side effect management and mentioned no suitable patients yet.
CALL_002746,HCP_04590,REP_055,2024-01-03,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised patient support program and mentioned cost too high.
CALL_002747,HCP_04793,REP_064,2024-02-12,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised efficacy improvement and mentioned no suitable patients yet.
CALL_002748,HCP_04419,REP_036,2024-02-10,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised access / prior auth and mentioned formulary restrictions.
CALL_002749,HCP_04405,REP_011,2024-02-12,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised efficacy improvement and mentioned needs more data.
CALL_002750,HCP_01317,REP_029,2024-01-25,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised new indication and mentioned prefers competitor.
CALL_002751,HCP_00042,REP_024,2024-04-01,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised safety concern and mentioned needs more data.
CALL_002752,HCP_03614,REP_004,2024-01-18,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised efficacy improvement and mentioned needs more data.
CALL_002753,HCP_04191,REP_047,2024-01-15,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised new indication and mentioned workflow complexity.
CALL_002754,HCP_01318,REP_055,2024-01-21,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised safety concern and mentioned cost too high.
CALL_002755,HCP_02419,REP_022,2024-05-31,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised side effect management and mentioned formulary restrictions.
CALL_002756,HCP_03972,REP_062,2024-02-04,HCP raised access / prior auth and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised access / prior auth and mentioned no suitable patients yet.
CALL_002757,HCP_04071,REP_060,2024-02-21,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised safety concern and mentioned no suitable patients yet.
CALL_002758,HCP_00374,REP_029,2024-01-15,HCP raised efficacy improvement and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised efficacy improvement and mentioned needs more data.
CALL_002759,HCP_03840,REP_056,2024-02-20,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: low.,HCP raised new indication and mentioned prefers competitor.
